movie_id,title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,genres
260514,Cars 3,2017-06-15,175000000,383925276,102,6.853,6226,19.6681,"['Animation', 'Adventure', 'Comedy', 'Family']"
264644,Room,2015-10-16,13000000,35401758,118,7.998,9509,3.8801,"['Drama', 'Thriller']"
265177,Mommy,2014-09-19,4900000,3494070,138,8.2,2801,4.9117,['Drama']
265195,Wild Tales,2014-08-21,4000000,31478893,122,7.869,3617,4.9061,"['Drama', 'Thriller', 'Comedy']"
267860,London Has Fallen,2016-03-02,60000000,205754447,99,6.221,4975,15.9179,"['Action', 'Thriller']"
269149,Zootopia,2016-02-11,150000000,1025521689,109,7.757,17401,69.5806,"['Animation', 'Adventure', 'Family', 'Comedy']"
281338,War for the Planet of the Apes,2017-07-11,150000000,490719763,140,7.214,9485,21.8271,"['Drama', 'Science Fiction', 'War']"
282848,Doctor Who: The Time of the Doctor,2013-12-25,0,0,60,8.086,304,0.7233,"['Drama', 'Science Fiction', 'TV Movie']"
283566,Evangelion: 3.0+1.0 Thrice Upon a Time,2021-03-08,29700000,93882453,155,8.201,896,5.3379,"['Animation', 'Action', 'Science Fiction', 'Drama']"
287959,Bohe: Sons Of The Waves,2012-07-21,0,0,0,0.0,0,15.7875,['Drama']
290098,The Handmaiden,2016-06-01,8575000,38600000,145,8.194,4127,15.3101,"['Thriller', 'Drama', 'Romance']"
291805,Now You See Me 2,2016-06-02,120000000,334897606,129,6.83,11277,17.8136,"['Thriller', 'Crime']"
293660,Deadpool,2016-02-09,58000000,782837347,108,7.623,32185,14.6967,"['Action', 'Adventure', 'Comedy']"
294086,Tiger Orange,2014-07-26,0,0,75,5.0,25,13.9029,['Drama']
296096,Me Before You,2016-06-01,20000000,207945075,110,7.924,12948,15.8196,"['Drama', 'Romance']"
299534,Avengers: Endgame,2019-04-24,356000000,2799439100,181,8.237,27057,25.4347,"['Adventure', 'Science Fiction', 'Action']"
299536,Avengers: Infinity War,2018-04-25,300000000,2052415039,149,8.235,31270,29.0361,"['Adventure', 'Action', 'Science Fiction']"
310569,The Second Mother,2015-06-04,0,0,112,8.0,763,0.7377,['Drama']
313106,Doctor Who: The Day of the Doctor,2013-11-23,0,10000000,77,8.19,764,1.1853,"['Science Fiction', 'Adventure']"
313369,La La Land,2016-12-01,30000000,509183536,129,7.898,17703,11.3703,"['Comedy', 'Drama', 'Romance']"
315162,Puss in Boots: The Last Wish,2022-12-07,90000000,484700000,103,8.207,8546,16.0348,"['Animation', 'Adventure', 'Fantasy', 'Comedy', 'Family']"
315465,The Boy and the Beast,2015-07-11,0,49714378,119,7.933,1555,3.0561,"['Action', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']"
315635,Spider-Man: Homecoming,2017-07-05,175000000,880166924,133,7.33,22706,16.3882,"['Action', 'Adventure', 'Science Fiction']"
316029,The Greatest Showman,2017-12-20,84000000,459066134,105,7.868,9839,9.4162,['Drama']
324786,Hacksaw Ridge,2016-10-07,40000000,175302354,139,8.192,14489,12.2062,"['Drama', 'History', 'War']"
324857,Spider-Man: Into the Spider-Verse,2018-12-06,90000000,393602435,117,8.395,16703,16.09,"['Animation', 'Action', 'Adventure', 'Science Fiction']"
330457,Frozen II,2019-11-20,150000000,1453683476,103,7.24,10102,15.6636,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']"
331482,Little Women,2019-12-25,40000000,332103783,135,7.859,6642,9.9924,"['Drama', 'Romance', 'History']"
334533,Captain Fantastic,2016-07-08,5000000,23123592,118,7.891,6674,4.7892,"['Adventure', 'Drama']"
334543,Lion,2016-11-24,12000000,140312928,118,8.042,6819,3.6926,['Drama']
337404,Cruella,2021-05-26,200000000,233503234,134,7.981,9829,11.1579,"['Comedy', 'Crime', 'Adventure']"
338969,The Toxic Avenger Unrated,2025-08-28,0,3328938,102,6.077,233,18.9021,"['Action', 'Comedy', 'Science Fiction']"
339877,Loving Vincent,2017-06-22,5500000,42187665,95,7.99,2549,4.7898,"['Animation', 'Drama', 'Mystery', 'History']"
346364,It,2017-09-06,35000000,719766009,135,7.239,19942,40.9164,"['Horror', 'Thriller']"
347688,Scooby-Doo! and KISS: Rock and Roll Mystery,2015-07-09,0,0,79,8.013,335,0.9412,"['Family', 'Animation', 'Comedy', 'Mystery']"
348893,Boyka: Undisputed IV,2016-08-01,0,413334,87,7.176,1415,13.5834,"['Action', 'Drama', 'Thriller']"
354857,Regular Show: The Movie,2015-09-01,3000000,0,69,7.891,411,2.8424,"['Animation', 'Comedy', 'Science Fiction', 'Adventure', 'Action', 'Family', 'Fantasy']"
354912,Coco,2017-10-27,175000000,814641172,105,8.2,20514,15.56,"['Family', 'Animation', 'Music', 'Adventure']"
359724,Ford v Ferrari,2019-11-13,97600000,225508210,153,8.006,8653,9.3286,"['Drama', 'Action', 'History']"
359940,"Three Billboards Outside Ebbing, Missouri",2017-12-01,15000000,162729321,115,8.062,10612,4.5039,"['Crime', 'Drama']"
360814,Dangal,2016-12-21,10400000,311000000,161,7.887,1091,4.6673,"['Drama', 'Family', 'Comedy']"
361743,Top Gun: Maverick,2022-05-21,170000000,1488732821,131,8.16,10436,19.8323,"['Action', 'Drama']"
369557,Sing Street,2016-03-11,4000000,13624522,105,7.859,2396,1.716,"['Romance', 'Drama', 'Music', 'Comedy']"
372058,Your Name.,2016-08-26,0,358000000,106,8.479,12183,21.3894,"['Animation', 'Romance', 'Drama']"
372754,Dou kyu sei – Classmates,2016-02-20,0,1397526,61,8.3,420,1.7048,"['Romance', 'Animation']"
378064,A Silent Voice: The Movie,2016-09-17,0,30819442,129,8.385,4299,8.6435,"['Animation', 'Drama', 'Romance']"
378108,In This Corner of the World,2016-11-12,0,19496308,130,7.91,607,2.3013,"['Drama', 'Animation', 'Romance', 'War', 'History']"
381284,Hidden Figures,2016-12-10,25000000,235957472,127,8.05,10200,7.0207,"['Drama', 'History']"
385687,Fast X,2023-05-17,340000000,704709660,142,7.009,6136,26.5801,"['Action', 'Crime', 'Thriller']"
396535,Train to Busan,2016-07-20,8500000,87547518,118,7.747,8089,14.9956,"['Horror', 'Thriller', 'Action', 'Adventure']"
397567,Along with the Gods: The Two Worlds,2017-12-20,18300000,125983972,139,8.032,1139,4.66,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Thriller']"
398818,Call Me by Your Name,2017-07-28,3500000,43143046,132,8.1,12528,15.4059,"['Romance', 'Drama']"
399106,Piper,2016-06-16,0,0,6,8.152,1697,4.8077,"['Family', 'Animation']"
400608,Bo Burnham: Make Happy,2016-06-03,0,0,60,8.007,416,0.6315,"['Comedy', 'Music']"
400928,Gifted,2017-04-07,7000000,40300000,101,8.0,5818,6.4473,"['Drama', 'Comedy']"
402431,Wicked,2024-10-16,150000000,758737211,162,6.9,2737,30.7336,"['Drama', 'Romance', 'Fantasy']"
404378,A Street Cat Named Bob,2016-11-04,8000000,17900000,103,7.895,1519,2.908,"['Family', 'Drama']"
406997,Wonder,2017-11-13,20000000,315025930,113,8.111,8122,6.4163,"['Family', 'Drama']"
411088,The Invisible Guest,2017-01-06,4000000,30000000,107,8.084,4825,6.6168,"['Drama', 'Mystery', 'Thriller']"
414419,Kill Bill: The Whole Bloody Affair,2011-03-27,55000000,5806312,247,8.023,1125,6.4826,"['Action', 'Crime']"
414906,The Batman,2022-03-01,185000000,772319315,177,7.66,11455,15.5755,"['Crime', 'Mystery', 'Thriller']"
424694,Bohemian Rhapsody,2018-10-24,52000000,910813521,135,7.963,17452,9.1196,"['Music', 'Drama']"
425274,Now You See Me: Now You Don't,2025-11-12,90000000,214474974,112,6.567,721,202.0756,"['Thriller', 'Crime', 'Mystery']"
426618,Where Hands Touch,2018-09-14,0,128269,122,7.886,531,2.438,"['War', 'Drama', 'Romance']"
429210,Bingo: The King of the Mornings,2017-08-24,0,0,113,8.0,402,0.6134,"['Comedy', 'Drama']"
429617,Spider-Man: Far From Home,2019-06-28,160000000,1131927996,129,7.399,16544,16.8319,"['Action', 'Adventure', 'Science Fiction']"
436969,The Suicide Squad,2021-07-28,185000000,168717425,132,7.476,9285,13.4128,"['Action', 'Comedy', 'Adventure']"
437068,A Taxi Driver,2017-08-02,12820005,81927980,138,8.039,1098,4.5666,"['Action', 'Drama', 'History']"
438631,Dune,2021-09-15,165000000,410668500,155,7.776,14247,21.9629,"['Science Fiction', 'Adventure']"
441130,Wolfwalkers,2020-10-26,12000000,1310720,102,8.197,1320,5.8209,"['Animation', 'Family', 'Adventure', 'Fantasy']"
447273,Snow White,2025-03-19,270000000,205679463,109,4.299,1480,15.4221,"['Family', 'Fantasy']"
447362,Life in a Year,2020-11-27,0,0,107,8.24,1949,2.9778,"['Drama', 'Romance']"
447365,Guardians of the Galaxy Vol. 3,2023-05-03,250000000,845550000,150,7.932,7862,14.7507,"['Science Fiction', 'Adventure', 'Action']"
449176,"Love, Simon",2018-02-16,17000000,66316289,110,7.983,6178,2.4151,"['Comedy', 'Drama', 'Romance']"
455661,In a Heartbeat,2017-06-01,0,0,4,7.984,1012,2.0866,"['Animation', 'Romance', 'Comedy']"
455714,Bad Genius,2017-05-03,1839169,42350000,130,7.866,826,2.4291,"['Drama', 'Crime', 'Thriller', 'Comedy']"
458220,Palmer,2021-01-28,0,0,110,8.137,1842,7.4746,['Drama']
458302,"Remi, Nobody's Boy",2018-12-12,0,7434840,109,7.881,450,2.8751,"['Adventure', 'Family', 'Drama']"
468210,Sweet Country,2018-01-25,0,0,113,6.6,201,33.1937,"['Western', 'Crime', 'Thriller', 'Drama']"
470044,The Hate U Give,2018-10-19,23000000,34934009,133,8.087,2193,2.1998,"['Crime', 'Drama']"
472454,Ayla: The Daughter of War,2017-10-27,4200000,21107423,124,8.014,381,6.0686,"['Drama', 'War', 'History']"
475557,Joker,2019-10-01,55000000,1078958629,122,8.129,27105,14.8389,"['Crime', 'Thriller', 'Drama']"
476292,Maquia: When the Promised Flower Blooms,2018-02-24,0,4345395,115,8.2,680,2.9835,"['Animation', 'Fantasy', 'Drama', 'Adventure']"
482321,Ron's Gone Wrong,2021-10-14,0,60692022,107,7.869,1964,3.6761,"['Animation', 'Science Fiction', 'Family', 'Comedy']"
488623,Forgotten,2017-11-29,0,9968972,108,7.892,1257,4.0606,"['Thriller', 'Mystery', 'Crime']"
489412,It's Such a Beautiful Day,2012-08-24,0,0,62,7.9,359,1.2332,"['Animation', 'Comedy']"
490132,Green Book,2018-11-16,23000000,321752656,130,8.224,12459,12.2208,"['Drama', 'Comedy', 'History']"
491480,The Boy Who Harnessed the Wind,2019-02-14,0,0,113,7.885,1799,3.7781,"['Drama', 'History']"
496243,Parasite,2019-05-30,11363000,257591776,133,8.495,19866,22.9303,"['Comedy', 'Thriller', 'Drama']"
497698,Black Widow,2021-07-07,200000000,379751131,134,7.2,10922,20.4488,"['Action', 'Adventure', 'Science Fiction']"
501929,The Mitchells vs. the Machines,2021-04-22,75000000,0,110,7.861,3196,4.8889,"['Animation', 'Adventure', 'Comedy']"
502356,The Super Mario Bros. Movie,2023-04-05,100000000,1362000000,93,7.6,10148,19.5849,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']"
503314,Dragon Ball Super: Broly,2018-12-14,1000000,125002821,101,7.9,3057,1.4863,"['Action', 'Science Fiction', 'Animation']"
504253,I Want to Eat Your Pancreas,2018-09-01,0,33748006,108,8.241,1701,5.5932,"['Animation', 'Drama', 'Romance']"
505262,My Hero Academia: Two Heroes,2018-08-03,12000000,27507549,96,7.887,1076,3.9,"['Animation', 'Action', 'Adventure', 'Fantasy']"
507089,Five Nights at Freddy's,2023-10-25,20000000,297242145,110,7.366,4779,36.6612,"['Horror', 'Thriller']"
507244,Afterburn,2025-08-20,60000000,184758,105,6.682,151,16.4721,"['Science Fiction', 'Action', 'Comedy']"
508442,Soul,2020-12-25,150000000,121977511,101,8.101,11087,11.3717,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Drama']"
508965,Klaus,2019-11-08,0,0,97,8.227,4485,15.7119,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']"
515001,Jojo Rabbit,2019-10-18,14000000,82468705,108,7.995,10103,5.9121,"['Comedy', 'War', 'Drama']"
517814,Capernaum,2018-09-20,4000000,64978931,126,8.144,1890,3.2273,['Drama']
518068,Along with the Gods: The Last 49 Days,2018-08-01,18300000,112790210,141,8.041,719,5.053,"['Action', 'Adventure', 'Fantasy', 'Thriller']"
519182,Despicable Me 4,2024-06-20,100000000,969597394,94,7.003,3011,23.0712,"['Family', 'Comedy', 'Animation', 'Science Fiction']"
519465,Queen of Hearts,2019-03-27,19000000,0,127,6.875,351,15.5394,['Drama']
522212,Just Mercy,2019-12-25,25000000,50401502,137,7.858,2419,2.1415,"['Drama', 'Crime', 'History']"
522518,A Dog's Journey,2019-05-03,16000000,78871079,109,8.053,1587,3.5722,"['Family', 'Adventure', 'Drama']"
522924,The Art of Racing in the Rain,2019-08-08,18000000,33800000,109,8.185,1612,4.2282,"['Drama', 'Romance']"
524434,Eternals,2021-11-03,200000000,402064899,156,6.788,8876,12.402,"['Science Fiction', 'Action', 'Adventure']"
526702,Black Beauty,2020-11-27,0,0,110,7.996,350,7.5721,['Drama']
527435,The Christmas Chronicles,2025-12-10,0,0,104,7.788,33,16.0853,"['Comedy', 'Adventure', 'Family', 'Fantasy']"
527641,Five Feet Apart,2019-03-14,7000000,92600000,116,8.221,5835,5.5926,"['Romance', 'Drama']"
530915,1917,2019-12-25,100000000,446064352,119,7.984,13166,7.9389,"['War', 'History', 'Drama', 'Action']"
531428,Portrait of a Lady on Fire,2019-09-18,5740000,9923127,121,8.107,2826,5.2174,"['Drama', 'Romance', 'History']"
532067,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,2019-08-30,0,5078942,90,8.049,596,3.5209,"['Animation', 'Adventure', 'Comedy', 'Fantasy']"
533514,Violet Evergarden: The Movie,2020-09-18,0,20339624,140,8.294,473,3.4441,"['Animation', 'Fantasy', 'Romance', 'Drama']"
533533,TRON: Ares,2025-10-08,220000000,142073994,119,6.6,853,107.6436,"['Science Fiction', 'Adventure', 'Action']"
533535,Deadpool & Wolverine,2024-07-24,200000000,1338073645,128,7.566,8082,27.1729,"['Action', 'Comedy', 'Science Fiction']"
537061,Steven Universe: The Movie,2019-10-07,0,0,83,8.164,835,4.5364,"['TV Movie', 'Adventure', 'Animation', 'Fantasy', 'Music', 'Science Fiction']"
538362,On My Skin,2018-09-12,0,0,100,8.023,1875,0.5696,['Drama']
539972,Kraven the Hunter,2024-12-11,130000000,62076533,127,6.454,2150,17.8333,"['Action', 'Adventure', 'Thriller']"
541671,Ballerina,2025-06-04,90000000,137258395,125,7.308,2126,31.9727,"['Action', 'Thriller', 'Crime']"
546554,Knives Out,2019-11-27,40000000,312897920,131,7.844,13442,24.5998,"['Comedy', 'Crime', 'Mystery']"
550776,Believe Me: The Abduction of Lisa McVey,2018-09-30,0,0,87,8.035,669,3.039,"['Drama', 'TV Movie', 'Crime']"
552524,Lilo & Stitch,2025-05-17,100000000,1038027526,108,7.244,1921,30.1411,"['Family', 'Science Fiction', 'Comedy']"
554596,"No manches, Frida 2: paraíso destruido",2019-03-15,5000000,26500000,102,7.891,930,2.6634,['Comedy']
555604,Guillermo del Toro's Pinocchio,2022-11-09,35000000,0,117,8.039,3204,5.0706,"['Animation', 'Fantasy', 'Adventure', 'Drama']"
566525,Shang-Chi and the Legend of the Ten Rings,2021-09-01,150000000,432243292,132,7.504,10088,15.0901,"['Action', 'Adventure', 'Fantasy']"
568124,Encanto,2021-10-13,150000000,261292688,102,7.577,9972,15.06,"['Animation', 'Comedy', 'Family', 'Fantasy']"
568160,Weathering with You,2019-07-19,0,186965409,112,7.993,2520,5.124,"['Animation', 'Drama', 'Fantasy', 'Romance']"
568332,Taylor Swift: Reputation Stadium Tour,2018-12-31,0,0,125,8.233,417,0.8534,['Music']
569094,Spider-Man: Across the Spider-Verse,2023-05-31,100000000,690897910,140,8.338,8124,27.7504,"['Animation', 'Action', 'Adventure', 'Science Fiction']"
571468,Freaks Out,2021-10-28,12000000,3279079,141,7.3,937,39.1026,"['Adventure', 'Fantasy', 'Drama']"
572154,Rascal Does Not Dream of a Dreaming Girl,2019-06-15,0,0,90,8.245,570,2.4276,"['Animation', 'Romance', 'Drama', 'Fantasy']"
573164,An Egg Rescue,2021-08-12,6400000,4093345,89,7.9,415,1.3772,"['Animation', 'Comedy', 'Adventure', 'Family']"
573435,Bad Boys: Ride or Die,2024-06-05,100000000,404547819,115,7.344,3154,15.1387,"['Action', 'Comedy', 'Crime', 'Thriller', 'Adventure']"
574074,Kitbull,2019-01-18,0,0,9,7.946,389,3.4517,"['Animation', 'Family', 'Drama']"
574475,Final Destination Bloodlines,2025-05-14,50000000,315630814,110,7.101,2492,28.0884,"['Horror', 'Mystery']"
575264,Mission: Impossible - Dead Reckoning Part One,2023-07-08,291000000,571125435,164,7.516,4798,14.7509,"['Action', 'Thriller', 'Adventure']"
575265,Mission: Impossible - The Final Reckoning,2025-05-17,400000000,598767057,170,7.235,2296,62.0396,"['Action', 'Thriller', 'Adventure']"
575813,Better Days,2019-10-25,0,225879065,135,8.114,520,2.4658,"['Drama', 'Crime', 'Romance']"
582927,I'm No Longer Here,2019-10-21,849080,0,112,7.884,513,1.2619,['Drama']
592350,My Hero Academia: Heroes Rising,2019-12-20,0,30017163,104,8.146,1240,8.5807,"['Animation', 'Action', 'Fantasy', 'Adventure']"
600354,The Father,2020-12-23,6000000,21029340,97,8.099,3490,4.517,['Drama']
604079,The Long Walk,2025-09-10,20000000,62871590,108,6.9,972,25.4542,"['Science Fiction', 'Thriller', 'Horror']"
606856,Togo,2019-12-20,0,0,113,8.138,2171,6.1886,"['Adventure', 'Family']"
609681,The Marvels,2023-11-08,274800000,206136825,105,5.957,3192,18.15,"['Science Fiction', 'Adventure', 'Action']"
610150,Dragon Ball Super: Super Hero,2022-06-11,0,86600000,100,7.9,2967,5.4785,"['Animation', 'Science Fiction', 'Action']"
610461,"Veinteañera, divorciada y fantástica",2020-02-14,0,0,93,8.0,390,1.5284,['Comedy']
610892,Violet Evergarden: Eternity and the Auto Memory Doll,2019-09-06,0,10841702,91,8.1,428,2.9658,"['Drama', 'Fantasy', 'Animation']"
615453,Ne Zha,2019-07-26,22000000,742718496,110,7.882,761,20.0976,"['Animation', 'Fantasy', 'Adventure']"
615457,Nobody,2021-03-18,16000000,57512470,91,7.898,7950,11.4734,"['Action', 'Thriller']"
617126,The Fantastic 4: First Steps,2025-07-23,200000000,521858728,115,7.005,2729,56.2631,"['Science Fiction', 'Adventure', 'Action']"
618344,Justice League Dark: Apokolips War,2020-05-05,0,0,90,8.21,1530,2.1033,"['Animation', 'Action', 'Adventure', 'Fantasy']"
620249,The Legend of Hei,2019-08-27,0,48045728,102,8.319,429,5.0611,"['Animation', 'Fantasy', 'Action']"
620683,My Mom Is a Character 3,2019-12-26,2000000,39273021,111,8.182,491,0.6013,['Comedy']
626332,Flamin' Hot,2023-03-11,0,0,99,7.961,782,5.7191,"['Drama', 'History']"
628847,Trap House,2025-11-14,0,0,102,6.5,32,30.4969,"['Action', 'Crime', 'Thriller']"
630566,Clouds,2020-10-09,0,0,121,8.2,1039,3.3937,"['Music', 'Drama', 'Romance']"
632632,Given,2020-08-22,0,930363,60,8.3,410,1.7223,"['Animation', 'Drama', 'Music', 'Romance']"
634649,Spider-Man: No Way Home,2021-12-15,200000000,1921847111,148,7.936,21391,23.7405,"['Action', 'Adventure', 'Science Fiction']"
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,15700000,523542183,117,8.208,4350,11.6276,"['Animation', 'Action', 'Fantasy']"
637649,Wrath of Man,2021-04-22,40000000,103966489,119,7.588,5857,16.6198,"['Thriller', 'Crime', 'Drama']"
637920,Miracle in Cell No. 7,2019-10-10,0,28000000,132,8.255,4507,5.9951,['Drama']
638507,How to Train Your Dragon: Homecoming,2019-12-03,0,0,22,8.0,1073,4.5518,"['Animation', 'Fantasy', 'Adventure', 'Family']"
639988,No Other Choice,2025-09-24,12200000,20072255,139,7.56,133,39.64,"['Crime', 'Thriller', 'Drama', 'Comedy']"
640344,Me Against You: Mr. S's Vendetta,2020-01-17,75000,9500000,64,8.0,469,0.2975,"['Family', 'Fantasy']"
644479,Dedicated to my ex,2019-11-01,0,1315376,94,8.3,513,0.5059,"['Drama', 'Comedy']"
652306,The Appointment,2020-07-17,0,0,19,0.0,0,27.5406,['Thriller']
652837,"Josee, the Tiger and the Fish",2020-12-25,0,0,98,8.292,553,2.9684,"['Animation', 'Drama', 'Romance']"
654299,Out of the Clear Blue Sky,2019-12-24,0,0,112,8.242,372,0.8142,"['Comedy', 'Drama', 'Music']"
661374,Glass Onion: A Knives Out Mystery,2022-11-23,40000000,15000000,140,7.034,6369,19.6448,"['Comedy', 'Crime', 'Mystery']"
663558,New Gods: Nezha Reborn,2021-02-06,0,70000000,117,8.063,496,5.8015,"['Animation', 'Fantasy', 'Action']"
664767,Mortal Kombat Legends: Scorpion's Revenge,2020-04-12,0,0,80,8.092,1429,3.2243,"['Animation', 'Action', 'Fantasy']"
667257,Impossible Things,2021-06-17,0,0,88,8.425,418,5.3392,"['Family', 'Drama']"
667520,A Whisker Away,2020-06-18,0,0,104,7.9,1458,4.1351,"['Animation', 'Drama', 'Romance', 'Fantasy']"
672515,Female Bank Teller: Rape Office,1985-10-12,0,0,62,2.25,4,27.6014,['Drama']
678512,Sound of Freedom,2023-07-03,14500000,250600000,131,7.971,2651,4.1699,"['Action', 'Drama']"
678580,El mesero,2021-07-15,0,0,86,7.989,356,3.6786,['Comedy']
693134,Dune: Part Two,2024-02-27,190000000,714844358,167,8.133,7330,19.8601,"['Science Fiction', 'Adventure']"
696374,Gabriel's Inferno,2020-05-29,0,0,122,8.4,2438,3.8467,"['Romance', 'Drama']"
696506,Mickey 17,2025-02-28,118000000,133347147,137,6.8,3068,19.889,"['Science Fiction', 'Comedy', 'Adventure']"
698687,Transformers One,2024-09-11,75000000,129408392,104,8.024,1469,10.3248,"['Animation', 'Science Fiction', 'Adventure', 'Family']"
698948,Thirteen Lives,2022-07-18,55000000,0,147,7.859,1418,3.1412,"['Drama', 'Thriller']"
701387,Bugonia,2025-10-23,50000000,40293453,119,7.41,992,60.2583,"['Science Fiction', 'Crime']"
718838,Mothering Sunday,2021-11-12,0,2260859,104,5.393,122,18.8705,"['Romance', 'Drama']"
724089,Gabriel's Inferno: Part II,2020-07-31,0,0,106,8.4,1534,1.2247,"['Romance', 'Drama']"
726684,Miraculous World: Shanghai - The Legend of Ladydragon,2021-05-15,0,0,54,7.947,674,2.2753,"['Animation', 'Fantasy', 'Action', 'TV Movie']"
740937,Simone: Woman of the Century,2022-10-12,0,0,140,7.883,372,0.438,"['Drama', 'History']"
748783,The Garfield Movie,2024-04-30,60000000,254907482,101,7.024,1374,16.8379,"['Family', 'Comedy', 'Adventure', 'Animation']"
749170,Heads of State,2025-06-24,100,0,117,6.86,894,18.0061,"['Action', 'Thriller', 'Comedy']"
755679,Fast X: Part 2,,0,0,0,0.0,0,22.1354,"['Action', 'Crime', 'Thriller']"
755812,"Miraculous World: New York, United HeroeZ",2020-09-25,0,0,61,8.091,1119,2.4444,"['Animation', 'TV Movie', 'Fantasy', 'Action']"
755898,War of the Worlds,2025-07-29,0,0,91,4.239,806,187.1955,"['Science Fiction', 'Thriller']"
756397,Hitpig!,2024-11-01,45000000,2345398,85,6.6,28,76.1031,"['Animation', 'Comedy', 'Adventure', 'Family']"
756999,The Black Phone,2022-06-16,16000000,161441914,103,7.542,5574,17.7879,"['Horror', 'Thriller']"
760329,The Smashing Machine,2025-10-01,50000000,21000000,123,6.561,327,15.2709,"['History', 'Drama']"
761053,Gabriel's Inferno: Part III,2020-11-19,0,0,102,8.36,1072,2.877,"['Romance', 'Drama']"
762509,Mufasa: The Lion King,2024-12-18,200000000,722631756,118,7.338,2478,17.386,"['Adventure', 'Family', 'Animation']"
762975,Purple Hearts,2022-07-29,0,0,122,8.056,2792,9.8974,"['Romance', 'Drama']"
766507,Prey,2022-08-02,65000000,0,100,7.672,7415,14.409,"['Thriller', 'Action', 'Science Fiction']"
770156,Lucy Shimmers and the Prince of Peace,2020-10-19,0,0,87,8.37,331,3.0875,"['Drama', 'Family']"
774531,Young Woman and the Sea,2024-05-31,40000000,581725,129,7.9,394,2.8696,"['History', 'Drama']"
776503,CODA,2021-08-13,10000000,1905058,112,7.902,2452,6.959,"['Drama', 'Music', 'Romance']"
785534,Paper Lives,2021-03-12,0,0,96,8.021,399,2.912,['Drama']
786892,Furiosa: A Mad Max Saga,2024-05-22,168000000,174287546,149,7.457,4574,16.6279,"['Action', 'Science Fiction', 'Adventure']"
791373,Zack Snyder's Justice League,2021-03-18,70000000,0,242,8.102,10534,10.8119,"['Action', 'Adventure', 'Fantasy']"
793387,Holy Night: Demon Hunters,2025-04-30,0,6500000,92,6.799,77,21.5807,"['Action', 'Fantasy', 'Horror', 'Thriller']"
795607,Green Snake,2021-07-23,0,87212911,132,8.111,346,2.6296,"['Animation', 'Fantasy', 'Action', 'Adventure']"
798645,The Running Man,2025-11-11,110000000,68615641,133,6.8,832,99.9233,"['Action', 'Thriller', 'Science Fiction']"
803796,KPop Demon Hunters,2025-06-20,100000000,24619953,96,8.2,2120,67.0719,"['Fantasy', 'Music', 'Comedy', 'Animation']"
810693,Jujutsu Kaisen 0,2021-12-24,0,195870885,105,8.116,1618,8.9582,"['Animation', 'Action', 'Fantasy']"
812225,Black Clover: Sword of the Wizard King,2023-06-16,0,0,113,8.129,342,5.3999,"['Animation', 'Fantasy', 'Action', 'Adventure']"
812583,Wake Up Dead Man: A Knives Out Mystery,2025-11-26,210000000,4000000,145,7.216,1391,110.3334,"['Thriller', 'Mystery', 'Comedy']"
820067,The Quintessential Quintuplets Movie,2022-05-20,0,17288993,136,8.322,427,2.6506,"['Animation', 'Comedy', 'Romance']"
823219,Flow,2024-08-29,3700000,17660107,85,8.1,2518,14.0086,"['Animation', 'Adventure', 'Fantasy', 'Family']"
823464,Godzilla x Kong: The New Empire,2024-03-27,150000000,571750016,115,7.069,4444,16.311,"['Action', 'Adventure', 'Science Fiction']"
823754,Bo Burnham: Inside,2021-07-22,0,0,88,8.012,570,1.6524,"['Comedy', 'Drama']"
829402,Ultraman: Rising,2024-06-14,0,0,117,8.176,357,2.6379,"['Animation', 'Science Fiction', 'Family', 'Action']"
829557,365 Days: This Day,2022-04-26,0,0,111,5.929,1800,18.7383,"['Romance', 'Drama']"
831827,Far from the Tree,2021-11-24,0,0,7,8.075,385,1.9834,"['Animation', 'Family']"
838240,Robot Dreams,2023-12-06,5300000,4656348,102,7.993,739,6.1831,"['Animation', 'Drama', 'Comedy', 'Science Fiction']"
840326,Sisu,2022-09-09,6600000,14281199,91,7.419,2608,24.6307,"['Action', 'War']"
848890,The Tomorrow War 2,,0,0,0,0.0,0,15.7058,"['Action', 'Science Fiction']"
851644,20th Century Girl,2022-10-06,119,0,119,8.142,778,9.6102,"['Romance', 'Drama']"
872585,Oppenheimer,2023-07-19,100000000,952000000,181,8.04,11117,21.3728,"['Drama', 'History']"
896096,The Mysterious Gaze of the Flamingo,2025-09-11,0,0,108,6.875,8,15.5405,['Drama']
906126,Society of the Snow,2023-12-15,65500000,1281,143,7.98,3345,4.7398,"['Drama', 'History']"
911430,F1,2025-06-25,250000000,631527111,156,7.794,2931,47.8417,"['Action', 'Drama']"
912649,Venom: The Last Dance,2024-10-22,120000000,478937618,109,6.674,3927,19.1504,"['Action', 'Science Fiction', 'Adventure']"
916224,Suzume,2022-11-11,0,323638107,122,7.899,1611,6.5701,"['Animation', 'Drama', 'Adventure', 'Fantasy']"
